reviews.text,cluster_label
Very basic and cheap tablet,
faster processor and updated operating system plus a slot for external storage Great price for what you get,
Great Tablet,
Wife loves it,Smart Speakers
Good,Smart Speakers
Perfect kindle,Smart Speakers
Fire HD,Smart Speakers
great tablet,
ease of use and durability are a plus,Smart Speakers
Geart tablet,
per usual,Smart Speakers
Perfect tablet,
easy,
Great hd screen,E-Book Readers
Affordable Tablet,
with moderate internet use Glad I made this purchase,Smart Speakers
Great for child use,
Great value,E-Book Readers
Easy viewing Great color graphics,
Great Tablet,
great screen for reading,E-Book Readers
Nice Tablet For a Great Price,
Perfect for my  year old grandson,Smart Speakers
Fine tablet,
Great device,E-Book Readers
so I got her one,Smart Speakers
so I dont need to bring the same tablet back and forth It suits my need very well,
Great tablet for kids,
too,Smart Speakers
Easy to use,
Good for the money,Smart Speakers
great for catching up on your favorites show better than watching on a phone,
I was afraid it would break,Smart Speakers
fits in a small purse or bag,Smart Speakers
Space saver,Smart Speakers
Great Product,E-Book Readers
Easy to carry in purse or pocket but doesnt do anything better than the cheapest Kindle reader,Smart Speakers
Easy to handle Light weight I like that it automatically shuts off when the cover is closed,Smart Speakers
Bought for my wife to upgrade from the original Kindle that she has worn out Big step up from the original and should be good for another  years,Smart Speakers
I love the snap on cover that charges the kindle It is also very light,Smart Speakers
This is my th kindle and is easily the best one Ive ever had It is very comfortable to hold and is very compact I was surprised how small it is but has the same screen size as my other kindles It may look costly at first but remember you are getting a cover with additional battery,Smart Speakers
This is the best kindle ereader yet The size and weight make it perfect for comfortable reading You will find yourself reading more books than ever with it,Smart Speakers
I cannot yet evaluate the additional drain that this case will place on the Kindles batteryRead more,Smart Speakers
and Thats What I Got,Smart Speakers
I Wanted a Dedicated EReader,Smart Speakers
Not a longlasting product,Smart Speakers
It was everything I was looking for,Smart Speakers
Good basic tablet,
Luv this,Smart Speakers
Great tablet,
Very nice,Smart Speakers
I couldnt get the tablet to work with my WiFi so I returned it and bought a Samsung A,
Great product,E-Book Readers
geeks squad to do so Monday April  ,Smart Speakers
Nice product,
tweeting and facebook No computers can complete me My kindle takes care of all my needs  Juju,Smart Speakers
My granddaughter is happy with her Fire HD,Smart Speakers
Terrible,Smart Speakers
